,dataset,method,qrcoef,qrratio,replicate,cd,acc,times,memgb,n,k,length,gtee,ad,gtype
1711,ASTRAL-III,QR (LE),1.000000e-02,1,11,18,0,50.72,0.219672,101,1000,200,,,est
1712,ASTRAL-III,QR (LE),1.000000e-02,1,12,6,0,47.74,0.219556,101,1000,200,,,est
1713,ASTRAL-III,QR (LE),1.000000e-02,1,13,12,0,52.63,0.21808,101,1000,200,,,est
1714,ASTRAL-III,QR (LE),1.000000e-02,1,14,4,0,49.42,0.22138,101,1000,200,,,est
1715,ASTRAL-III,QR (LE),1.000000e-02,1,15,18,0,49.86,0.218872,101,1000,200,,,est
1716,ASTRAL-III,QR (LE),1.000000e-02,1,16,6,0,65.02,0.220876,101,1000,200,,,est
1717,ASTRAL-III,QR (LE),1.000000e-02,1,17,2,0,49.72,0.221164,101,1000,200,,,est
1718,ASTRAL-III,QR (LE),1.000000e-02,1,18,4,0,57.17,0.2178,101,1000,200,,,est
1719,ASTRAL-III,QR (LE),1.000000e-02,1,19,2,0,55.47,0.218364,101,1000,200,,,est
1720,ASTRAL-III,QR (LE),1.000000e-02,1,20,6,0,53.61,0.21826,101,1000,200,,,est
1721,ASTRAL-III,QR (LE),1.000000e-02,1,21,8,0,53.45,0.22136,101,1000,200,,,est
1722,ASTRAL-III,QR (LE),1.000000e-02,1,22,2,0,97.05,0.219584,101,1000,200,,,est
1723,ASTRAL-III,QR (LE),1.000000e-02,1,23,4,0,65.72,0.221208,101,1000,200,,,est
1724,ASTRAL-III,QR (LE),1.000000e-02,1,24,6,0,51.92,0.217836,101,1000,200,,,est
1725,ASTRAL-III,QR (LE),1.000000e-02,1,25,0,1,50.2,0.218468,101,1000,200,,,est
1726,ASTRAL-III,QR (LE),1.000000e-02,1,26,12,0,52.42,0.219424,101,1000,200,,,est
1727,ASTRAL-III,QR (LE),1.000000e-02,1,27,6,0,49.13,0.221192,101,1000,200,,,est
1728,ASTRAL-III,QR (LE),1.000000e-02,1,28,4,0,65.08,0.221452,101,1000,200,,,est
1729,ASTRAL-III,QR (LE),1.000000e-02,1,29,6,0,66.21,0.218604,101,1000,200,,,est
1730,ASTRAL-III,QR (LE),1.000000e-02,1,30,12,0,65.39,0.219176,101,1000,200,,,est
1731,ASTRAL-III,QR (LE),1.000000e-02,1,31,10,0,67.35,0.217412,101,1000,200,,,est
1732,ASTRAL-III,QR (LE),1.000000e-02,1,32,2,0,65.97,0.219064,101,1000,200,,,est
1733,ASTRAL-III,QR (LE),1.000000e-02,1,33,8,0,64.96,0.220872,101,1000,200,,,est
1734,ASTRAL-III,QR (LE),1.000000e-02,1,34,10,0,57.09,0.21896,101,1000,200,,,est
1735,ASTRAL-III,QR (LE),1.000000e-02,1,35,6,0,60.18,0.21888,101,1000,200,,,est
1736,ASTRAL-III,QR (LE),1.000000e-02,1,36,4,0,67.24,0.221012,101,1000,200,,,est
1737,ASTRAL-III,QR (LE),1.000000e-02,1,37,12,0,67.51,0.219072,101,1000,200,,,est
1738,ASTRAL-III,QR (LE),1.000000e-02,1,38,2,0,64.22,0.21838,101,1000,200,,,est
1739,ASTRAL-III,QR (LE),1.000000e-02,1,39,12,0,65.73,0.218424,101,1000,200,,,est
1740,ASTRAL-III,QR (LE),1.000000e-02,1,40,0,1,66.78,0.21858,101,1000,200,,,est
1741,ASTRAL-III,QR (LE),1.000000e-02,1,41,6,0,57.49,0.21878,101,1000,200,,,est
1742,ASTRAL-III,QR (LE),1.000000e-02,1,42,16,0,58.86,0.21932,101,1000,200,,,est
1743,ASTRAL-III,QR (LE),1.000000e-02,1,43,2,0,52.17,0.221648,101,1000,200,,,est
1744,ASTRAL-III,QR (LE),1.000000e-02,1,44,2,0,49.99,0.21972,101,1000,200,,,est
1745,ASTRAL-III,QR (LE),1.000000e-02,1,45,4,0,50.77,0.219348,101,1000,200,,,est
1746,ASTRAL-III,QR (LE),1.000000e-02,1,46,4,0,51.62,0.224832,101,1000,200,,,est
1747,ASTRAL-III,QR (LE),1.000000e-02,1,47,4,0,51.47,0.218904,101,1000,200,,,est
1748,ASTRAL-III,QR (LE),1.000000e-02,1,48,6,0,66.69,0.22006,101,1000,200,,,est
1749,ASTRAL-III,QR (LE),1.000000e-02,1,49,4,0,64.82,0.218836,101,1000,200,,,est
1750,ASTRAL-III,QR (LE),1.000000e-01,1,0,22,0,54.08,0.221208,101,1000,200,,,est
1751,ASTRAL-III,QR (LE),1.000000e-01,1,1,10,0,55.34,0.220652,101,1000,200,,,est
1752,ASTRAL-III,QR (LE),1.000000e-01,1,2,18,0,54.58,0.217788,101,1000,200,,,est
1753,ASTRAL-III,QR (LE),1.000000e-01,1,3,8,0,53.08,0.218456,101,1000,200,,,est
1754,ASTRAL-III,QR (LE),1.000000e-01,1,4,20,0,50.6,0.219016,101,1000,200,,,est
1755,ASTRAL-III,QR (LE),1.000000e-01,1,5,14,0,58.46,0.219548,101,1000,200,,,est
1756,ASTRAL-III,QR (LE),1.000000e-01,1,6,12,0,66.59,0.222784,101,1000,200,,,est
1757,ASTRAL-III,QR (LE),1.000000e-01,1,7,14,0,68.67,0.217968,101,1000,200,,,est
1758,ASTRAL-III,QR (LE),1.000000e-01,1,8,10,0,66.55,0.219184,101,1000,200,,,est
1759,ASTRAL-III,QR (LE),1.000000e-01,1,9,14,0,66.35,0.220252,101,1000,200,,,est
1760,ASTRAL-III,QR (LE),1.000000e-01,1,10,14,0,66.8,0.219992,101,1000,200,,,est
1761,ASTRAL-III,QR (LE),1.000000e-01,1,11,16,0,50.81,0.219064,101,1000,200,,,est
1762,ASTRAL-III,QR (LE),1.000000e-01,1,12,12,0,50.4,0.22016,101,1000,200,,,est
1763,ASTRAL-III,QR (LE),1.000000e-01,1,13,18,0,53.4,0.221172,101,1000,200,,,est
1764,ASTRAL-III,QR (LE),1.000000e-01,1,14,20,0,49.8,0.21906,101,1000,200,,,est
1765,ASTRAL-III,QR (LE),1.000000e-01,1,15,6,0,50.61,0.223116,101,1000,200,,,est
1766,ASTRAL-III,QR (LE),1.000000e-01,1,16,14,0,143.46,0.219036,101,1000,200,,,est
1767,ASTRAL-III,QR (LE),1.000000e-01,1,17,10,0,53.12,0.218776,101,1000,200,,,est
1768,ASTRAL-III,QR (LE),1.000000e-01,1,18,12,0,57.88,0.224164,101,1000,200,,,est
1769,ASTRAL-III,QR (LE),1.000000e-01,1,19,12,0,56.34,0.218428,101,1000,200,,,est
1770,ASTRAL-III,QR (LE),1.000000e-01,1,20,8,0,54.2,0.223588,101,1000,200,,,est
1771,ASTRAL-III,QR (LE),1.000000e-01,1,21,10,0,54.2,0.219164,101,1000,200,,,est
1772,ASTRAL-III,QR (LE),1.000000e-01,1,22,10,0,97.78999999999999,0.22488,101,1000,200,,,est
1773,ASTRAL-III,QR (LE),1.000000e-01,1,23,8,0,94.8,0.219948,101,1000,200,,,est
1774,ASTRAL-III,QR (LE),1.000000e-01,1,24,0,1,52.94,0.219284,101,1000,200,,,est
1775,ASTRAL-III,QR (LE),1.000000e-01,1,25,0,1,50.46,0.219284,101,1000,200,,,est
1776,ASTRAL-III,QR (LE),1.000000e-01,1,26,18,0,53.26,0.218412,101,1000,200,,,est
1777,ASTRAL-III,QR (LE),1.000000e-01,1,27,12,0,50.53,0.218672,101,1000,200,,,est
1778,ASTRAL-III,QR (LE),1.000000e-01,1,28,14,0,66.79,0.22464,101,1000,200,,,est
1779,ASTRAL-III,QR (LE),1.000000e-01,1,29,10,0,66.87,0.22008,101,1000,200,,,est
1780,ASTRAL-III,QR (LE),1.000000e-01,1,30,20,0,67.35,0.218812,101,1000,200,,,est
1781,ASTRAL-III,QR (LE),1.000000e-01,1,31,16,0,66.41,0.218368,101,1000,200,,,est
1782,ASTRAL-III,QR (LE),1.000000e-01,1,32,10,0,66.88,0.221268,101,1000,200,,,est
1783,ASTRAL-III,QR (LE),1.000000e-01,1,33,8,0,65.31,0.218652,101,1000,200,,,est
1784,ASTRAL-III,QR (LE),1.000000e-01,1,34,8,0,66.66,0.220036,101,1000,200,,,est
1785,ASTRAL-III,QR (LE),1.000000e-01,1,35,12,0,66.55,0.219872,101,1000,200,,,est
1786,ASTRAL-III,QR (LE),1.000000e-01,1,36,18,0,59.79,0.221116,101,1000,200,,,est
1787,ASTRAL-III,QR (LE),1.000000e-01,1,37,14,0,60.93,0.218612,101,1000,200,,,est
1788,ASTRAL-III,QR (LE),1.000000e-01,1,38,12,0,59.91,0.221616,101,1000,200,,,est
1789,ASTRAL-III,QR (LE),1.000000e-01,1,39,10,0,59.22,0.219068,101,1000,200,,,est
1790,ASTRAL-III,QR (LE),1.000000e-01,1,40,0,1,60.93,0.219088,101,1000,200,,,est
1791,ASTRAL-III,QR (LE),1.000000e-01,1,41,6,0,65.14,0.218576,101,1000,200,,,est
1792,ASTRAL-III,QR (LE),1.000000e-01,1,42,0,1,66.7,0.219324,101,1000,200,,,est
1793,ASTRAL-III,QR (LE),1.000000e-01,1,43,6,0,59.52,0.218976,101,1000,200,,,est
1794,ASTRAL-III,QR (LE),1.000000e-01,1,44,12,0,51.38,0.218276,101,1000,200,,,est
1795,ASTRAL-III,QR (LE),1.000000e-01,1,45,6,0,52.09,0.22348,101,1000,200,,,est
1796,ASTRAL-III,QR (LE),1.000000e-01,1,46,10,0,49.62,0.218796,101,1000,200,,,est
1797,ASTRAL-III,QR (LE),1.000000e-01,1,47,12,0,52.75,0.21862,101,1000,200,,,est
1798,ASTRAL-III,QR (LE),1.000000e-01,1,48,6,0,67.36,0.218772,101,1000,200,,,est
1799,ASTRAL-III,QR (LE),1.000000e-01,1,49,6,0,66.08,0.221324,101,1000,200,,,est
1800,ASTRAL-III,QR (LE),1.000000e+00,1,0,16,0,53.14,0.2192,101,1000,200,,,est
1801,ASTRAL-III,QR (LE),1.000000e+00,1,1,16,0,55.12,0.21876,101,1000,200,,,est
1802,ASTRAL-III,QR (LE),1.000000e+00,1,2,28,0,54.09,0.219236,101,1000,200,,,est
1803,ASTRAL-III,QR (LE),1.000000e+00,1,3,20,0,53.58,0.21934,101,1000,200,,,est
1804,ASTRAL-III,QR (LE),1.000000e+00,1,4,20,0,53.64,0.223652,101,1000,200,,,est
1805,ASTRAL-III,QR (LE),1.000000e+00,1,5,14,0,63.38,0.21832,101,1000,200,,,est
1806,ASTRAL-III,QR (LE),1.000000e+00,1,6,14,0,65.95,0.221716,101,1000,200,,,est
1807,ASTRAL-III,QR (LE),1.000000e+00,1,7,30,0,65.02,0.217384,101,1000,200,,,est
1808,ASTRAL-III,QR (LE),1.000000e+00,1,8,18,0,63.45,0.220116,101,1000,200,,,est
1809,ASTRAL-III,QR (LE),1.000000e+00,1,9,22,0,66.42,0.2194,101,1000,200,,,est
1810,ASTRAL-III,QR (LE),1.000000e+00,1,10,14,0,64.41,0.221752,101,1000,200,,,est
1811,ASTRAL-III,QR (LE),1.000000e+00,1,11,14,0,49.22,0.220828,101,1000,200,,,est
1812,ASTRAL-III,QR (LE),1.000000e+00,1,12,12,0,49.77,0.218664,101,1000,200,,,est
1813,ASTRAL-III,QR (LE),1.000000e+00,1,13,18,0,53.55,0.218328,101,1000,200,,,est
1814,ASTRAL-III,QR (LE),1.000000e+00,1,14,24,0,48.47,0.221264,101,1000,200,,,est
1815,ASTRAL-III,QR (LE),1.000000e+00,1,15,16,0,49.91,0.219664,101,1000,200,,,est
1816,ASTRAL-III,QR (LE),1.000000e+00,1,16,14,0,59.49,0.22122,101,1000,200,,,est
1817,ASTRAL-III,QR (LE),1.000000e+00,1,17,18,0,52.79,0.225284,101,1000,200,,,est
1818,ASTRAL-III,QR (LE),1.000000e+00,1,18,16,0,57.14,0.221804,101,1000,200,,,est
1819,ASTRAL-III,QR (LE),1.000000e+00,1,19,18,0,56.45,0.223728,101,1000,200,,,est
1820,ASTRAL-III,QR (LE),1.000000e+00,1,20,26,0,56.69,0.219384,101,1000,200,,,est
1821,ASTRAL-III,QR (LE),1.000000e+00,1,21,18,0,54.92,0.218872,101,1000,200,,,est
1822,ASTRAL-III,QR (LE),1.000000e+00,1,22,20,0,98.50999999999999,0.223192,101,1000,200,,,est
1823,ASTRAL-III,QR (LE),1.000000e+00,1,23,8,0,65.38,0.221544,101,1000,200,,,est
1824,ASTRAL-III,QR (LE),1.000000e+00,1,24,18,0,52.18,0.21768,101,1000,200,,,est
1825,ASTRAL-III,QR (LE),1.000000e+00,1,25,28,0,50.42,0.221772,101,1000,200,,,est
1826,ASTRAL-III,QR (LE),1.000000e+00,1,26,20,0,53.12,0.219956,101,1000,200,,,est
1827,ASTRAL-III,QR (LE),1.000000e+00,1,27,20,0,49.93,0.224756,101,1000,200,,,est
1828,ASTRAL-III,QR (LE),1.000000e+00,1,28,18,0,66.48,0.219028,101,1000,200,,,est
1829,ASTRAL-III,QR (LE),1.000000e+00,1,29,18,0,65.69,0.219032,101,1000,200,,,est
1830,ASTRAL-III,QR (LE),1.000000e+00,1,30,8,0,67.16,0.225392,101,1000,200,,,est
1831,ASTRAL-III,QR (LE),1.000000e+00,1,31,16,0,58.06,0.220408,101,1000,200,,,est
1832,ASTRAL-III,QR (LE),1.000000e+00,1,32,26,0,66.15,0.218388,101,1000,200,,,est
1833,ASTRAL-III,QR (LE),1.000000e+00,1,33,30,0,58.95,0.218164,101,1000,200,,,est
1834,ASTRAL-III,QR (LE),1.000000e+00,1,34,20,0,66.18,0.224724,101,1000,200,,,est
1835,ASTRAL-III,QR (LE),1.000000e+00,1,35,10,0,67.5,0.218396,101,1000,200,,,est
1836,ASTRAL-III,QR (LE),1.000000e+00,1,36,18,0,66.87,0.219888,101,1000,200,,,est
1837,ASTRAL-III,QR (LE),1.000000e+00,1,37,26,0,59.58,0.217632,101,1000,200,,,est
1838,ASTRAL-III,QR (LE),1.000000e+00,1,38,26,0,66.96,0.218568,101,1000,200,,,est
1839,ASTRAL-III,QR (LE),1.000000e+00,1,39,10,0,64.1,0.218388,101,1000,200,,,est
1840,ASTRAL-III,QR (LE),1.000000e+00,1,40,22,0,66.53,0.219028,101,1000,200,,,est
1841,ASTRAL-III,QR (LE),1.000000e+00,1,41,8,0,65.17,0.219272,101,1000,200,,,est
1842,ASTRAL-III,QR (LE),1.000000e+00,1,42,24,0,67.45,0.218332,101,1000,200,,,est
1843,ASTRAL-III,QR (LE),1.000000e+00,1,43,24,0,58.6,0.219548,101,1000,200,,,est
1844,ASTRAL-III,QR (LE),1.000000e+00,1,44,16,0,49.37,0.218576,101,1000,200,,,est
1845,ASTRAL-III,QR (LE),1.000000e+00,1,45,22,0,52.27,0.220116,101,1000,200,,,est
1846,ASTRAL-III,QR (LE),1.000000e+00,1,46,20,0,50.71,0.22148,101,1000,200,,,est
1847,ASTRAL-III,QR (LE),1.000000e+00,1,47,12,0,51.81,0.21964,101,1000,200,,,est
1848,ASTRAL-III,QR (LE),1.000000e+00,1,48,24,0,67.15,0.219896,101,1000,200,,,est
1849,ASTRAL-III,QR (LE),1.000000e+00,1,49,18,0,58.84,0.220028,101,1000,200,,,est
1850,ASTRAL-III,QR (LE),1.000000e+01,1,0,16,0,53.17,0.21844,101,1000,200,,,est
1851,ASTRAL-III,QR (LE),1.000000e+01,1,1,20,0,58.89,0.220088,101,1000,200,,,est
1852,ASTRAL-III,QR (LE),1.000000e+01,1,2,28,0,54.52,0.219392,101,1000,200,,,est
1853,ASTRAL-III,QR (LE),1.000000e+01,1,3,20,0,53.32,0.221768,101,1000,200,,,est
1854,ASTRAL-III,QR (LE),1.000000e+01,1,4,18,0,50.08,0.221068,101,1000,200,,,est
1855,ASTRAL-III,QR (LE),1.000000e+01,1,5,14,0,63.69,0.21836,101,1000,200,,,est
1856,ASTRAL-III,QR (LE),1.000000e+01,1,6,14,0,65.87,0.218948,101,1000,200,,,est
1857,ASTRAL-III,QR (LE),1.000000e+01,1,7,30,0,65.57,0.217144,101,1000,200,,,est
1858,ASTRAL-III,QR (LE),1.000000e+01,1,8,18,0,56.4,0.225196,101,1000,200,,,est
1859,ASTRAL-III,QR (LE),1.000000e+01,1,9,22,0,58.93,0.222548,101,1000,200,,,est
1860,ASTRAL-III,QR (LE),1.000000e+01,1,10,14,0,64.88,0.219376,101,1000,200,,,est
1861,ASTRAL-III,QR (LE),1.000000e+01,1,11,14,0,50.01,0.220492,101,1000,200,,,est
1862,ASTRAL-III,QR (LE),1.000000e+01,1,12,12,0,50.06,0.220268,101,1000,200,,,est
1863,ASTRAL-III,QR (LE),1.000000e+01,1,13,18,0,53.3,0.218716,101,1000,200,,,est
1864,ASTRAL-III,QR (LE),1.000000e+01,1,14,24,0,48.88,0.224908,101,1000,200,,,est
1865,ASTRAL-III,QR (LE),1.000000e+01,1,15,12,0,49.68,0.219952,101,1000,200,,,est
1866,ASTRAL-III,QR (LE),1.000000e+01,1,16,14,0,66.58,0.218084,101,1000,200,,,est
1867,ASTRAL-III,QR (LE),1.000000e+01,1,17,18,0,52.74,0.22064,101,1000,200,,,est
1868,ASTRAL-III,QR (LE),1.000000e+01,1,18,16,0,57.15,0.217968,101,1000,200,,,est
1869,ASTRAL-III,QR (LE),1.000000e+01,1,19,18,0,56.21,0.221672,101,1000,200,,,est
1870,ASTRAL-III,QR (LE),1.000000e+01,1,20,26,0,54.17,0.219548,101,1000,200,,,est
1871,ASTRAL-III,QR (LE),1.000000e+01,1,21,18,0,55.15,0.217864,101,1000,200,,,est
1872,ASTRAL-III,QR (LE),1.000000e+01,1,22,20,0,67.27,0.224888,101,1000,200,,,est
1873,ASTRAL-III,QR (LE),1.000000e+01,1,23,8,0,95.14,0.221936,101,1000,200,,,est
1874,ASTRAL-III,QR (LE),1.000000e+01,1,24,18,0,51.27,0.220128,101,1000,200,,,est
1875,ASTRAL-III,QR (LE),1.000000e+01,1,25,26,0,49.13,0.218508,101,1000,200,,,est
1876,ASTRAL-III,QR (LE),1.000000e+01,1,26,20,0,53.34,0.221584,101,1000,200,,,est
1877,ASTRAL-III,QR (LE),1.000000e+01,1,27,20,0,50.07,0.21866,101,1000,200,,,est
1878,ASTRAL-III,QR (LE),1.000000e+01,1,28,18,0,59.59,0.22002,101,1000,200,,,est
1879,ASTRAL-III,QR (LE),1.000000e+01,1,29,18,0,60.47,0.2201,101,1000,200,,,est
1880,ASTRAL-III,QR (LE),1.000000e+01,1,30,10,0,66.97,0.220092,101,1000,200,,,est
1881,ASTRAL-III,QR (LE),1.000000e+01,1,31,16,0,65.17,0.220004,101,1000,200,,,est
1882,ASTRAL-III,QR (LE),1.000000e+01,1,32,26,0,58.21,0.21886,101,1000,200,,,est
1883,ASTRAL-III,QR (LE),1.000000e+01,1,33,30,0,66.85,0.221076,101,1000,200,,,est
1884,ASTRAL-III,QR (LE),1.000000e+01,1,34,20,0,65.69,0.221792,101,1000,200,,,est
1885,ASTRAL-III,QR (LE),1.000000e+01,1,35,10,0,67.34,0.219768,101,1000,200,,,est
1886,ASTRAL-III,QR (LE),1.000000e+01,1,36,18,0,65.74,0.219688,101,1000,200,,,est
1887,ASTRAL-III,QR (LE),1.000000e+01,1,37,26,0,67.08,0.21972,101,1000,200,,,est
1888,ASTRAL-III,QR (LE),1.000000e+01,1,38,26,0,66.3,0.222044,101,1000,200,,,est
1889,ASTRAL-III,QR (LE),1.000000e+01,1,39,10,0,64.32,0.224812,101,1000,200,,,est
1890,ASTRAL-III,QR (LE),1.000000e+01,1,40,22,0,58.42,0.21858,101,1000,200,,,est
1891,ASTRAL-III,QR (LE),1.000000e+01,1,41,8,0,65.0,0.219644,101,1000,200,,,est
1892,ASTRAL-III,QR (LE),1.000000e+01,1,42,24,0,66.08,0.219828,101,1000,200,,,est
1893,ASTRAL-III,QR (LE),1.000000e+01,1,43,24,0,52.8,0.219784,101,1000,200,,,est
1894,ASTRAL-III,QR (LE),1.000000e+01,1,44,16,0,49.55,0.218564,101,1000,200,,,est
1895,ASTRAL-III,QR (LE),1.000000e+01,1,45,22,0,51.97,0.218732,101,1000,200,,,est
1896,ASTRAL-III,QR (LE),1.000000e+01,1,46,20,0,52.28,0.22018,101,1000,200,,,est
1897,ASTRAL-III,QR (LE),1.000000e+01,1,47,12,0,51.99,0.223724,101,1000,200,,,est
1898,ASTRAL-III,QR (LE),1.000000e+01,1,48,24,0,59.96,0.219652,101,1000,200,,,est
1899,ASTRAL-III,QR (LE),1.000000e+01,1,49,18,0,67.38,0.219512,101,1000,200,,,est
1900,ASTRAL-III,QR (LE),1.000000e+02,1,0,8,0,53.82,0.219584,101,1000,200,,,est
1901,ASTRAL-III,QR (LE),1.000000e+02,1,1,16,0,60.81,0.219508,101,1000,200,,,est
1902,ASTRAL-III,QR (LE),1.000000e+02,1,2,28,0,53.92,0.22276,101,1000,200,,,est
1903,ASTRAL-III,QR (LE),1.000000e+02,1,3,20,0,52.99,0.218396,101,1000,200,,,est
1904,ASTRAL-III,QR (LE),1.000000e+02,1,4,20,0,54.92,0.218932,101,1000,200,,,est
1905,ASTRAL-III,QR (LE),1.000000e+02,1,5,14,0,62.84,0.2193,101,1000,200,,,est
1906,ASTRAL-III,QR (LE),1.000000e+02,1,6,14,0,65.76,0.222276,101,1000,200,,,est
1907,ASTRAL-III,QR (LE),1.000000e+02,1,7,30,0,58.18,0.218332,101,1000,200,,,est
1908,ASTRAL-III,QR (LE),1.000000e+02,1,8,18,0,62.43,0.222044,101,1000,200,,,est
1909,ASTRAL-III,QR (LE),1.000000e+02,1,9,22,0,66.66,0.218708,101,1000,200,,,est
1910,ASTRAL-III,QR (LE),1.000000e+02,1,10,14,0,64.31,0.218612,101,1000,200,,,est
1911,ASTRAL-III,QR (LE),1.000000e+02,1,11,14,0,50.72,0.220688,101,1000,200,,,est
1912,ASTRAL-III,QR (LE),1.000000e+02,1,12,12,0,49.99,0.219208,101,1000,200,,,est
1913,ASTRAL-III,QR (LE),1.000000e+02,1,13,18,0,53.33,0.22002,101,1000,200,,,est
1914,ASTRAL-III,QR (LE),1.000000e+02,1,14,24,0,48.44,0.219196,101,1000,200,,,est
1915,ASTRAL-III,QR (LE),1.000000e+02,1,15,16,0,49.63,0.221292,101,1000,200,,,est
1916,ASTRAL-III,QR (LE),1.000000e+02,1,16,14,0,67.19,0.221792,101,1000,200,,,est
1917,ASTRAL-III,QR (LE),1.000000e+02,1,17,18,0,52.88,0.219912,101,1000,200,,,est
1918,ASTRAL-III,QR (LE),1.000000e+02,1,18,16,0,57.48,0.218136,101,1000,200,,,est
1919,ASTRAL-III,QR (LE),1.000000e+02,1,19,18,0,56.2,0.220708,101,1000,200,,,est
1920,ASTRAL-III,QR (LE),1.000000e+02,1,20,30,0,54.09,0.220956,101,1000,200,,,est
1921,ASTRAL-III,QR (LE),1.000000e+02,1,21,18,0,54.88,0.218828,101,1000,200,,,est
1922,ASTRAL-III,QR (LE),1.000000e+02,1,22,20,0,66.89,0.221148,101,1000,200,,,est
1923,ASTRAL-III,QR (LE),1.000000e+02,1,23,8,0,64.7,0.218548,101,1000,200,,,est
1924,ASTRAL-III,QR (LE),1.000000e+02,1,24,18,0,52.3,0.217496,101,1000,200,,,est
1925,ASTRAL-III,QR (LE),1.000000e+02,1,25,26,0,49.35,0.219236,101,1000,200,,,est
1926,ASTRAL-III,QR (LE),1.000000e+02,1,26,20,0,52.82,0.220132,101,1000,200,,,est
1927,ASTRAL-III,QR (LE),1.000000e+02,1,27,20,0,49.85,0.219748,101,1000,200,,,est
1928,ASTRAL-III,QR (LE),1.000000e+02,1,28,18,0,66.36,0.220136,101,1000,200,,,est
1929,ASTRAL-III,QR (LE),1.000000e+02,1,29,18,0,65.9,0.22362,101,1000,200,,,est
1930,ASTRAL-III,QR (LE),1.000000e+02,1,30,10,0,67.27,0.218728,101,1000,200,,,est
1931,ASTRAL-III,QR (LE),1.000000e+02,1,31,16,0,66.29,0.217296,101,1000,200,,,est
1932,ASTRAL-III,QR (LE),1.000000e+02,1,32,26,0,64.99,0.219496,101,1000,200,,,est
1933,ASTRAL-III,QR (LE),1.000000e+02,1,33,30,0,66.18,0.223168,101,1000,200,,,est
1934,ASTRAL-III,QR (LE),1.000000e+02,1,34,20,0,59.13,0.220032,101,1000,200,,,est
1935,ASTRAL-III,QR (LE),1.000000e+02,1,35,10,0,58.83,0.21844,101,1000,200,,,est
1936,ASTRAL-III,QR (LE),1.000000e+02,1,36,14,0,67.41,0.21992,101,1000,200,,,est
1937,ASTRAL-III,QR (LE),1.000000e+02,1,37,22,0,67.24,0.217576,101,1000,200,,,est
1938,ASTRAL-III,QR (LE),1.000000e+02,1,38,26,0,60.5,0.21912,101,1000,200,,,est
1939,ASTRAL-III,QR (LE),1.000000e+02,1,39,10,0,63.78,0.219724,101,1000,200,,,est
1940,ASTRAL-III,QR (LE),1.000000e+02,1,40,22,0,66.46,0.218192,101,1000,200,,,est
1941,ASTRAL-III,QR (LE),1.000000e+02,1,41,8,0,65.18,0.21974,101,1000,200,,,est
1942,ASTRAL-III,QR (LE),1.000000e+02,1,42,24,0,67.35,0.220136,101,1000,200,,,est
1943,ASTRAL-III,QR (LE),1.000000e+02,1,43,24,0,59.72,0.221252,101,1000,200,,,est
1944,ASTRAL-III,QR (LE),1.000000e+02,1,44,16,0,50.18,0.218088,101,1000,200,,,est
1945,ASTRAL-III,QR (LE),1.000000e+02,1,45,22,0,51.32,0.221968,101,1000,200,,,est
1946,ASTRAL-III,QR (LE),1.000000e+02,1,46,16,0,50.24,0.218468,101,1000,200,,,est
1947,ASTRAL-III,QR (LE),1.000000e+02,1,47,12,0,51.97,0.218192,101,1000,200,,,est
1948,ASTRAL-III,QR (LE),1.000000e+02,1,48,24,0,68.36,0.219304,101,1000,200,,,est
1949,ASTRAL-III,QR (LE),1.000000e+02,1,49,18,0,64.47,0.219936,101,1000,200,,,est
1950,ASTRAL-III,QR (LE),1.000000e+03,1,0,8,0,53.36,0.218124,101,1000,200,,,est
1951,ASTRAL-III,QR (LE),1.000000e+03,1,1,16,0,55.62,0.218932,101,1000,200,,,est
1952,ASTRAL-III,QR (LE),1.000000e+03,1,2,28,0,54.58,0.21854,101,1000,200,,,est
1953,ASTRAL-III,QR (LE),1.000000e+03,1,3,20,0,53.6,0.219052,101,1000,200,,,est
1954,ASTRAL-III,QR (LE),1.000000e+03,1,4,20,0,49.64,0.221296,101,1000,200,,,est
1955,ASTRAL-III,QR (LE),1.000000e+03,1,5,14,0,56.71,0.221068,101,1000,200,,,est
1956,ASTRAL-III,QR (LE),1.000000e+03,1,6,14,0,66.08,0.21858,101,1000,200,,,est
1957,ASTRAL-III,QR (LE),1.000000e+03,1,7,30,0,65.33,0.218796,101,1000,200,,,est
1958,ASTRAL-III,QR (LE),1.000000e+03,1,8,18,0,64.45,0.219776,101,1000,200,,,est
1959,ASTRAL-III,QR (LE),1.000000e+03,1,9,22,0,66.23,0.218484,101,1000,200,,,est
1960,ASTRAL-III,QR (LE),1.000000e+03,1,10,16,0,65.04,0.219508,101,1000,200,,,est
1961,ASTRAL-III,QR (LE),1.000000e+03,1,11,14,0,49.19,0.219392,101,1000,200,,,est
1962,ASTRAL-III,QR (LE),1.000000e+03,1,12,12,0,49.51,0.220156,101,1000,200,,,est
1963,ASTRAL-III,QR (LE),1.000000e+03,1,13,18,0,53.26,0.220748,101,1000,200,,,est
1964,ASTRAL-III,QR (LE),1.000000e+03,1,14,24,0,51.92,0.219776,101,1000,200,,,est
1965,ASTRAL-III,QR (LE),1.000000e+03,1,15,16,0,49.43,0.21826,101,1000,200,,,est
1966,ASTRAL-III,QR (LE),1.000000e+03,1,16,14,0,66.25,0.220224,101,1000,200,,,est
1967,ASTRAL-III,QR (LE),1.000000e+03,1,17,18,0,56.8,0.222032,101,1000,200,,,est
1968,ASTRAL-III,QR (LE),1.000000e+03,1,18,16,0,57.08,0.217548,101,1000,200,,,est
