,dataset,method,qrcoef,abratio,replicate,cd,acc,times,memgb,n,k,length,gtee,ad,gtype
1235,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,35,0,1,64.85,0.220068,101,1000,400,,,est
1236,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,36,0,1,60.56,0.221056,101,1000,400,,,est
1237,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,37,10,0,64.94,0.218844,101,1000,400,,,est
1238,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,38,0,1,51.39,0.219268,101,1000,400,,,est
1239,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,39,0,1,52.64,0.21842,101,1000,400,,,est
1240,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,40,0,1,53.27,0.21946,101,1000,400,,,est
1241,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,41,0,1,55.04,0.219796,101,1000,400,,,est
1242,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,42,10,0,61.77,0.225184,101,1000,400,,,est
1243,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,43,0,1,81.02,0.220724,101,1000,400,,,est
1244,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,44,8,0,87.23,0.219136,101,1000,400,,,est
1245,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,45,2,0,76.28,0.219396,101,1000,400,,,est
1246,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,46,0,1,70.7,0.220496,101,1000,400,,,est
1247,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,47,4,0,84.69,0.219084,101,1000,400,,,est
1248,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,48,6,0,85.44,0.218732,101,1000,400,,,est
1249,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,49,2,0,81.27,0.218892,101,1000,400,,,est
1250,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,0,8,0,99.68,0.22408,101,1000,400,,,est
1251,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,1,2,0,81.89,0.219112,101,1000,400,,,est
1252,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,2,4,0,83.23,0.22082,101,1000,400,,,est
1253,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,3,0,1,85.21000000000001,0.219064,101,1000,400,,,est
1254,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,4,0,1,76.75,0.221188,101,1000,400,,,est
1255,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,5,2,0,83.78,0.2203,101,1000,400,,,est
1256,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,6,0,1,77.8,0.219884,101,1000,400,,,est
1257,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,7,0,1,87.58,0.2199,101,1000,400,,,est
1258,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,8,2,0,82.99,0.21838,101,1000,400,,,est
1259,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,9,2,0,79.87,0.219416,101,1000,400,,,est
1260,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,10,10,0,83.6,0.2202,101,1000,400,,,est
1261,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,11,0,1,81.91,0.21994,101,1000,400,,,est
1262,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,12,4,0,79.89,0.219308,101,1000,400,,,est
1263,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,13,0,1,79.7,0.220172,101,1000,400,,,est
1264,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,14,4,0,74.78,0.218424,101,1000,400,,,est
1265,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,15,4,0,55.68,0.219464,101,1000,400,,,est
1266,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,16,6,0,59.71,0.22052,101,1000,400,,,est
1267,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,17,0,1,71.41,0.220888,101,1000,400,,,est
1268,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,18,6,0,53.44,0.218844,101,1000,400,,,est
1269,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,19,0,1,60.48,0.218428,101,1000,400,,,est
1270,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,20,6,0,66.74,0.218944,101,1000,400,,,est
1271,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,21,6,0,60.08,0.221716,101,1000,400,,,est
1272,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,22,2,0,58.42,0.222036,101,1000,400,,,est
1273,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,23,0,1,58.38,0.222036,101,1000,400,,,est
1274,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,24,2,0,54.55,0.218076,101,1000,400,,,est
1275,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,25,0,1,59.61,0.21946,101,1000,400,,,est
1276,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,26,2,0,53.96,0.219544,101,1000,400,,,est
1277,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,27,6,0,59.37,0.22126,101,1000,400,,,est
1278,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,28,4,0,55.91,0.220124,101,1000,400,,,est
1279,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,29,6,0,59.67,0.218452,101,1000,400,,,est
1280,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,30,0,1,53.91,0.218684,101,1000,400,,,est
1281,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,31,4,0,64.17,0.219884,101,1000,400,,,est
1282,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,32,4,0,53.22,0.218892,101,1000,400,,,est
1283,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,33,8,0,53.36,0.218928,101,1000,400,,,est
1284,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,34,4,0,59.09,0.22034,101,1000,400,,,est
1285,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,35,4,0,65.36,0.21882,101,1000,400,,,est
1286,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,36,0,1,61.1,0.219408,101,1000,400,,,est
1287,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,37,10,0,65.18,0.21878,101,1000,400,,,est
1288,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,38,0,1,50.08,0.221164,101,1000,400,,,est
1289,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,39,0,1,54.28,0.219452,101,1000,400,,,est
1290,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,40,0,1,54.56,0.224244,101,1000,400,,,est
1291,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,41,0,1,58.8,0.219052,101,1000,400,,,est
1292,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,42,16,0,63.1,0.219332,101,1000,400,,,est
1293,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,43,0,1,81.82,0.220172,101,1000,400,,,est
1294,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,44,0,1,88.1,0.218084,101,1000,400,,,est
1295,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,45,2,0,78.62,0.22208,101,1000,400,,,est
1296,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,46,0,1,73.1,0.218312,101,1000,400,,,est
1297,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,47,4,0,86.44,0.21818,101,1000,400,,,est
1298,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,48,6,0,87.84,0.22086,101,1000,400,,,est
1299,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,49,2,0,80.21000000000001,0.21906,101,1000,400,,,est
1300,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,0,16,0,100.69,0.219032,101,1000,400,,,est
1301,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,1,4,0,87.86,0.218824,101,1000,400,,,est
1302,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,2,4,0,88.47,0.218552,101,1000,400,,,est
1303,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,3,0,1,90.2,0.218768,101,1000,400,,,est
1304,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,4,0,1,83.37,0.225504,101,1000,400,,,est
1305,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,5,4,0,85.64,0.219888,101,1000,400,,,est
1306,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,6,0,1,83.51,0.2192,101,1000,400,,,est
1307,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,7,0,1,94.12,0.22138,101,1000,400,,,est
1308,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,8,12,0,85.52,0.220672,101,1000,400,,,est
1309,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,9,2,0,82.57,0.221888,101,1000,400,,,est
1310,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,10,10,0,85.49,0.21926,101,1000,400,,,est
1311,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,11,8,0,85.53,0.222048,101,1000,400,,,est
1312,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,12,8,0,82.71000000000001,0.219476,101,1000,400,,,est
1313,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,13,10,0,82.11,0.218748,101,1000,400,,,est
1314,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,14,4,0,83.63,0.222496,101,1000,400,,,est
1315,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,15,4,0,64.84,0.219604,101,1000,400,,,est
1316,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,16,6,0,64.69,0.219392,101,1000,400,,,est
1317,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,17,2,0,53.25,0.219956,101,1000,400,,,est
1318,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,18,8,0,93.11,0.221136,101,1000,400,,,est
1319,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,19,18,0,64.15,0.22138,101,1000,400,,,est
1320,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,20,16,0,61.16,0.218184,101,1000,400,,,est
1321,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,21,4,0,63.22,0.218752,101,1000,400,,,est
1322,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,22,6,0,63.93,0.218408,101,1000,400,,,est
1323,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,23,4,0,55.12,0.220084,101,1000,400,,,est
1324,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,24,6,0,62.14,0.22134,101,1000,400,,,est
1325,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,25,2,0,64.29,0.222768,101,1000,400,,,est
1326,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,26,2,0,63.33,0.218696,101,1000,400,,,est
1327,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,27,2,0,62.26,0.219156,101,1000,400,,,est
1328,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,28,8,0,53.5,0.223332,101,1000,400,,,est
1329,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,29,6,0,62.73,0.22192,101,1000,400,,,est
1330,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,30,6,0,63.14,0.219372,101,1000,400,,,est
1331,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,31,6,0,66.67,0.219328,101,1000,400,,,est
1332,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,32,12,0,60.78,0.220092,101,1000,400,,,est
1333,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,33,14,0,62.67,0.222688,101,1000,400,,,est
1334,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,34,10,0,76.02,0.219488,101,1000,400,,,est
1335,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,35,6,0,66.61,0.219188,101,1000,400,,,est
1336,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,36,0,1,64.6,0.221356,101,1000,400,,,est
1337,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,37,8,0,59.13,0.219528,101,1000,400,,,est
1338,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,38,0,1,59.13,0.22136,101,1000,400,,,est
1339,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,39,0,1,62.46,0.219784,101,1000,400,,,est
1340,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,40,0,1,64.6,0.218928,101,1000,400,,,est
1341,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,41,6,0,56.51,0.219728,101,1000,400,,,est
1342,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,42,6,0,64.29,0.21984,101,1000,400,,,est
1343,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,43,6,0,85.99,0.218792,101,1000,400,,,est
1344,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,44,12,0,90.52,0.219456,101,1000,400,,,est
1345,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,45,10,0,82.24,0.219784,101,1000,400,,,est
1346,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,46,0,1,80.41,0.219828,101,1000,400,,,est
1347,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,47,4,0,89.87,0.224868,101,1000,400,,,est
1348,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,48,6,0,87.9,0.219844,101,1000,400,,,est
1349,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,49,2,0,84.48,0.219532,101,1000,400,,,est
1350,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,0,16,0,102.35,0.221428,101,1000,400,,,est
1351,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,1,4,0,89.01,0.221444,101,1000,400,,,est
1352,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,2,4,0,88.15,0.221588,101,1000,400,,,est
1353,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,3,0,1,92.34,0.220272,101,1000,400,,,est
1354,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,4,2,0,86.44,0.21852,101,1000,400,,,est
1355,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,5,6,0,87.63,0.219808,101,1000,400,,,est
1356,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,6,0,1,86.21000000000001,0.220124,101,1000,400,,,est
1357,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,7,0,1,96.21000000000001,0.218376,101,1000,400,,,est
1358,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,8,12,0,86.96000000000001,0.22164,101,1000,400,,,est
1359,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,9,2,0,83.09,0.220036,101,1000,400,,,est
1360,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,10,2,0,83.75,0.21896,101,1000,400,,,est
1361,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,11,8,0,87.26,0.219364,101,1000,400,,,est
1362,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,12,6,0,83.02,0.22048,101,1000,400,,,est
1363,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,13,0,1,84.31,0.219804,101,1000,400,,,est
1364,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,14,4,0,82.73,0.225796,101,1000,400,,,est
1365,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,15,10,0,58.92,0.224988,101,1000,400,,,est
1366,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,16,6,0,65.83,0.21858,101,1000,400,,,est
1367,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,17,2,0,76.78,0.218864,101,1000,400,,,est
1368,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,18,8,0,59.77,0.221836,101,1000,400,,,est
1369,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,19,18,0,65.07,0.2189,101,1000,400,,,est
1370,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,20,16,0,67.88,0.219616,101,1000,400,,,est
1371,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,21,8,0,63.96,0.219148,101,1000,400,,,est
1372,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,22,6,0,64.55,0.218248,101,1000,400,,,est
1373,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,23,6,0,62.26,0.219352,101,1000,400,,,est
1374,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,24,6,0,56.89,0.219712,101,1000,400,,,est
1375,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,25,10,0,62.94,0.219332,101,1000,400,,,est
1376,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,26,20,0,65.21,0.219372,101,1000,400,,,est
1377,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,27,2,0,63.23,0.21942,101,1000,400,,,est
1378,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,28,8,0,61.68,0.219964,101,1000,400,,,est
1379,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,29,8,0,63.54,0.219556,101,1000,400,,,est
1380,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,30,6,0,56.77,0.2209,101,1000,400,,,est
1381,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,31,14,0,66.11,0.217984,101,1000,400,,,est
1382,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,32,18,0,63.59,0.222916,101,1000,400,,,est
1383,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,33,14,0,62.57,0.221704,101,1000,400,,,est
1384,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,34,18,0,62.01,0.219672,101,1000,400,,,est
1385,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,35,16,0,67.24,0.219296,101,1000,400,,,est
1386,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,36,0,1,65.47,0.221644,101,1000,400,,,est
1387,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,37,8,0,67.89,0.218416,101,1000,400,,,est
1388,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,38,2,0,62.0,0.218804,101,1000,400,,,est
1389,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,39,18,0,64.63,0.221556,101,1000,400,,,est
1390,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,40,4,0,63.84,0.218796,101,1000,400,,,est
1391,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,41,6,0,63.71,0.218948,101,1000,400,,,est
1392,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,42,18,0,64.51,0.222748,101,1000,400,,,est
1393,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,43,6,0,87.21000000000001,0.221544,101,1000,400,,,est
1394,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,44,2,0,89.77,0.219564,101,1000,400,,,est
1395,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,45,10,0,83.76,0.218248,101,1000,400,,,est
1396,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,46,4,0,82.97,0.221988,101,1000,400,,,est
1397,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,47,18,0,88.21000000000001,0.21966,101,1000,400,,,est
1398,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,48,14,0,89.67,0.219896,101,1000,400,,,est
1399,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,49,4,0,84.85,0.219948,101,1000,400,,,est
1400,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,0,16,0,101.95,0.222228,101,1000,400,,,est
1401,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,1,4,0,88.41,0.220008,101,1000,400,,,est
1402,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,2,4,0,88.89,0.219256,101,1000,400,,,est
1403,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,3,6,0,92.28999999999999,0.221528,101,1000,400,,,est
1404,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,4,2,0,87.84,0.218352,101,1000,400,,,est
1405,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,5,6,0,87.84,0.221248,101,1000,400,,,est
1406,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,6,2,0,83.91,0.222148,101,1000,400,,,est
1407,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,7,14,0,96.15,0.221928,101,1000,400,,,est
1408,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,8,6,0,84.55,0.22192,101,1000,400,,,est
1409,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,9,2,0,83.31,0.21966,101,1000,400,,,est
1410,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,10,10,0,85.73,0.221212,101,1000,400,,,est
1411,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,11,8,0,87.19,0.22142,101,1000,400,,,est
1412,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,12,10,0,82.03,0.22004,101,1000,400,,,est
1413,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,13,10,0,84.11,0.220616,101,1000,400,,,est
1414,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,14,4,0,82.51,0.220368,101,1000,400,,,est
1415,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,15,18,0,66.65,0.218816,101,1000,400,,,est
1416,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,16,6,0,65.39,0.219168,101,1000,400,,,est
1417,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,17,2,0,53.94,0.219244,101,1000,400,,,est
1418,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,18,8,0,65.85,0.21964,101,1000,400,,,est
1419,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,19,18,0,57.18,0.22494,101,1000,400,,,est
1420,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,20,16,0,60.56,0.221336,101,1000,400,,,est
1421,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,21,4,0,57.37,0.219312,101,1000,400,,,est
1422,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,22,8,0,64.47,0.221424,101,1000,400,,,est
1423,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,23,8,0,63.89,0.219744,101,1000,400,,,est
1424,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,24,6,0,62.82,0.221548,101,1000,400,,,est
1425,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,25,10,0,63.34,0.21906,101,1000,400,,,est
1426,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,26,12,0,64.97,0.218808,101,1000,400,,,est
1427,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,27,2,0,63.14,0.218728,101,1000,400,,,est
1428,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,28,8,0,61.66,0.219964,101,1000,400,,,est
1429,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,29,6,0,57.45,0.219836,101,1000,400,,,est
1430,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,30,12,0,64.92,0.219652,101,1000,400,,,est
1431,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,31,8,0,67.0,0.218408,101,1000,400,,,est
1432,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,32,16,0,63.46,0.223688,101,1000,400,,,est
1433,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,33,14,0,61.92,0.219888,101,1000,400,,,est
1434,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,34,10,0,79.07,0.21946,101,1000,400,,,est
1435,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,35,6,0,60.45,0.218204,101,1000,400,,,est
1436,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,36,0,1,65.12,0.221492,101,1000,400,,,est
1437,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,37,12,0,67.34,0.22294,101,1000,400,,,est
1438,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,38,2,0,62.51,0.22094,101,1000,400,,,est
1439,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,39,10,0,64.58,0.218492,101,1000,400,,,est
1440,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,40,4,0,64.32,0.218596,101,1000,400,,,est
1441,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,41,6,0,63.56,0.221668,101,1000,400,,,est
1442,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,42,12,0,64.19,0.220076,101,1000,400,,,est
1443,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,43,6,0,88.75,0.219804,101,1000,400,,,est
1444,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,44,12,0,88.36,0.218296,101,1000,400,,,est
1445,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,45,10,0,85.48,0.218364,101,1000,400,,,est
1446,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,46,0,1,83.62,0.218368,101,1000,400,,,est
1447,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,47,14,0,90.53999999999999,0.223488,101,1000,400,,,est
1448,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,48,6,0,90.3,0.221232,101,1000,400,,,est
1449,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,49,4,0,85.6,0.220308,101,1000,400,,,est
1450,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,0,4,0,102.4,0.218428,101,1000,400,,,est
1451,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,1,8,0,89.38,0.219632,101,1000,400,,,est
1452,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,2,4,0,87.91,0.2193,101,1000,400,,,est
1453,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,3,0,1,91.65,0.221492,101,1000,400,,,est
1454,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,4,2,0,88.18,0.219292,101,1000,400,,,est
1455,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,5,4,0,86.83,0.21986,101,1000,400,,,est
1456,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,6,2,0,86.4,0.220308,101,1000,400,,,est
1457,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,7,0,1,95.11,0.218524,101,1000,400,,,est
1458,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,8,12,0,85.39,0.225024,101,1000,400,,,est
1459,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,9,2,0,84.74,0.220104,101,1000,400,,,est
1460,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,10,10,0,86.73,0.219592,101,1000,400,,,est
1461,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,11,16,0,87.21000000000001,0.221432,101,1000,400,,,est
1462,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,12,8,0,81.87,0.220968,101,1000,400,,,est
1463,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,13,10,0,83.72,0.220192,101,1000,400,,,est
1464,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,14,4,0,81.51,0.22102,101,1000,400,,,est
1465,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,15,4,0,65.73,0.219436,101,1000,400,,,est
